Temperature, Rainfall, Humidity, Made-up
46.00,64.00,55.00,70.60
50.00,75.00,92.00,97.70
68.00,53.00,71.00,85.70
50.00,54.00,74.00,80.60
68.00,97.00,42.00,81.50
80.00,73.00,38.00,76.70
74.00,21.00,56.00,69.50
61.00,48.00,25.00,53.80
44.00,40.00,70.00,71.60
23.00,45.00,55.00,55.70
85.00,69.00,42.00,79.90
56.00,87.00,75.00,93.50
43.00,96.00,89.00,99.40
23.00,31.00,45.00,45.50
67.00,80.00,25.00,65.80
72.00,28.00,60.00,73.20
32.00,97.00,80.00,89.90
52.00,55.00,73.00,81.10
30.00,56.00,85.00,79.80
48.00,49.00,34.00,54.30
80.00,44.00,91.00,99.80
51.00,70.00,60.00,77.40
71.00,70.00,95.00,106.40
48.00,95.00,26.00,63.30
71.00,66.00,40.00,72.20
63.00,33.00,84.00,85.50
83.00,45.00,52.00,77.90
94.00,64.00,85.00,107.80
85.00,58.00,74.00,95.80
37.00,47.00,30.00,46.90
77.00,82.00,88.00,108.20
92.00,65.00,59.00,91.70
61.00,53.00,85.00,91.30
66.00,46.00,90.00,94.20
84.00,60.00,38.00,74.40
53.00,60.00,82.00,88.40
96.00,73.00,57.00,94.50
42.00,41.00,69.00,70.50
54.00,25.00,23.00,42.90
46.00,21.00,89.00,78.10
89.00,64.00,33.00,74.60
29.00,65.00,60.00,67.10
91.00,83.00,88.00,114.10
49.00,68.00,41.00,64.60
58.00,72.00,86.00,96.40
91.00,41.00,51.00,79.30
56.00,41.00,46.00,62.30
78.00,97.00,44.00,86.70
62.00,58.00,89.00,95.60
24.00,69.00,20.00,42.30
94.00,34.00,65.00,86.80
44.00,52.00,81.00,81.80
93.00,71.00,58.00,93.30
53.00,49.00,83.00,85.70
72.00,96.00,73.00,101.40
67.00,78.00,74.00,94.60
100.00,67.00,41.00,84.70
38.00,97.00,39.00,67.70
76.00,80.00,99.00,113.80
91.00,73.00,45.00,85.30
29.00,94.00,86.00,91.40
78.00,24.00,54.00,70.80
22.00,77.00,60.00,67.90
20.00,88.00,63.00,72.20
82.00,35.00,67.00,83.50
49.00,40.00,60.00,67.60
47.00,97.00,58.00,82.70
63.00,44.00,61.00,75.00
79.00,56.00,74.00,92.80
36.00,55.00,27.00,47.10
52.00,28.00,45.00,56.20
97.00,37.00,80.00,97.90
100.00,67.00,29.00,77.50
53.00,57.00,34.00,58.70
97.00,55.00,62.00,92.50
90.00,28.00,62.00,81.60
89.00,64.00,66.00,94.40
30.00,21.00,57.00,52.50
33.00,78.00,65.00,75.60
96.00,69.00,66.00,98.70
67.00,60.00,32.00,64.00
57.00,74.00,41.00,69.60
38.00,29.00,87.00,76.10
64.00,69.00,84.00,96.70
88.00,67.00,98.00,114.10
49.00,30.00,25.00,43.60
47.00,24.00,47.00,54.20
51.00,33.00,81.00,78.90
81.00,91.00,83.00,109.50
21.00,64.00,62.00,64.80
84.00,69.00,99.00,113.70
79.00,30.00,40.00,64.60
82.00,20.00,33.00,58.60
55.00,95.00,84.00,100.90
23.00,98.00,22.00,51.80
72.00,77.00,48.00,80.70
54.00,53.00,38.00,60.30
51.00,29.00,58.00,63.90
26.00,75.00,26.00,48.50
45.00,50.00,39.00,56.40
20.00,64.00,24.00,41.60
93.00,28.00,24.00,60.00
91.00,71.00,42.00,82.90
41.00,46.00,95.00,87.20
27.00,96.00,73.00,83.40
62.00,98.00,35.00,75.20
27.00,23.00,54.00,50.10
24.00,86.00,71.00,78.00
94.00,69.00,43.00,84.10
31.00,96.00,22.00,54.40
85.00,79.00,43.00,83.50
82.00,72.00,74.00,98.80
62.00,22.00,47.00,59.60
69.00,35.00,65.00,77.10
81.00,91.00,54.00,92.10
76.00,27.00,63.00,76.30
76.00,93.00,89.00,111.70
51.00,30.00,63.00,67.20
44.00,92.00,54.00,77.60
58.00,69.00,94.00,100.30
67.00,85.00,37.00,74.50
84.00,44.00,20.00,58.80
48.00,54.00,71.00,78.00
67.00,64.00,97.00,104.20
48.00,28.00,24.00,42.00
68.00,63.00,54.00,78.50
22.00,80.00,42.00,58.00
58.00,94.00,47.00,79.60
81.00,75.00,68.00,95.70
55.00,22.00,84.00,79.00
30.00,21.00,37.00,40.50
85.00,58.00,90.00,105.40
77.00,73.00,48.00,81.50
91.00,81.00,87.00,112.90
82.00,56.00,65.00,88.60
58.00,63.00,66.00,81.70
25.00,79.00,47.00,61.90
56.00,59.00,86.00,91.70
38.00,61.00,90.00,87.50
91.00,61.00,48.00,83.50
99.00,32.00,71.00,91.80
41.00,27.00,25.00,39.50
37.00,91.00,66.00,81.70
98.00,69.00,99.00,119.30
33.00,80.00,24.00,51.60
86.00,80.00,44.00,84.80
60.00,45.00,75.00,82.50
84.00,39.00,83.00,95.10
30.00,41.00,80.00,72.30
59.00,76.00,77.00,92.60
90.00,42.00,94.00,105.00
33.00,87.00,29.00,56.70
81.00,20.00,57.00,72.60
73.00,94.00,76.00,103.00
47.00,56.00,96.00,93.20
25.00,62.00,45.00,55.60
97.00,75.00,38.00,84.10
95.00,74.00,95.00,117.20
25.00,64.00,29.00,46.60
78.00,39.00,20.00,54.90
62.00,87.00,60.00,86.90
50.00,23.00,61.00,63.50
52.00,87.00,57.00,81.10
69.00,64.00,94.00,103.20
99.00,68.00,51.00,90.60
21.00,58.00,26.00,41.40
86.00,43.00,74.00,91.70
58.00,36.00,73.00,77.80
91.00,66.00,37.00,78.40
21.00,59.00,25.00,41.10
63.00,96.00,57.00,88.20
40.00,20.00,72.00,65.20
33.00,87.00,32.00,58.50
66.00,88.00,73.00,96.60
24.00,94.00,25.00,52.80
97.00,78.00,20.00,74.20
55.00,66.00,61.00,78.40
53.00,82.00,42.00,71.00
22.00,61.00,84.00,77.50
40.00,59.00,22.00,46.90
31.00,93.00,32.00,59.50
94.00,28.00,60.00,82.00
99.00,69.00,83.00,110.10
21.00,47.00,45.00,49.50
36.00,95.00,86.00,94.50
80.00,46.00,100.00,105.80
41.00,94.00,23.00,58.40
26.00,97.00,48.00,68.30
80.00,66.00,76.00,97.40
80.00,63.00,33.00,70.70
25.00,48.00,83.00,74.20
61.00,47.00,93.00,94.30
44.00,81.00,62.00,79.10
89.00,54.00,70.00,93.80
44.00,72.00,73.00,83.00
58.00,71.00,31.00,63.10
54.00,33.00,90.00,85.50
29.00,49.00,91.00,80.90
60.00,51.00,63.00,77.10
30.00,20.00,71.00,60.60
23.00,100.00,66.00,78.80
54.00,51.00,47.00,65.10
35.00,98.00,30.00,61.40
44.00,37.00,24.00,43.10
47.00,94.00,83.00,96.80
46.00,68.00,66.00,78.40
67.00,75.00,76.00,94.90
58.00,63.00,92.00,97.30
100.00,22.00,60.00,82.60
46.00,43.00,32.00,50.50
66.00,86.00,32.00,71.40
22.00,62.00,99.00,86.80
37.00,99.00,27.00,60.70
100.00,89.00,24.00,81.10
65.00,25.00,71.00,76.10
100.00,57.00,47.00,85.30
66.00,30.00,87.00,87.60
74.00,79.00,85.00,104.30
85.00,58.00,32.00,70.60
21.00,28.00,76.00,62.40
36.00,67.00,90.00,88.50
60.00,22.00,92.00,85.80
55.00,85.00,60.00,83.50
74.00,45.00,82.00,92.30
39.00,98.00,90.00,99.00
69.00,79.00,42.00,76.50
97.00,51.00,49.00,83.50
97.00,61.00,87.00,109.30
60.00,58.00,71.00,84.00
76.00,30.00,81.00,88.00
46.00,73.00,87.00,92.50
50.00,96.00,73.00,92.60
34.00,42.00,54.00,58.60
60.00,20.00,33.00,49.80
69.00,56.00,45.00,71.40
53.00,50.00,35.00,57.20
57.00,93.00,31.00,69.30
21.00,54.00,41.00,49.20
42.00,79.00,54.00,72.90
42.00,27.00,89.00,78.30
76.00,49.00,66.00,84.70
70.00,92.00,80.00,103.60
57.00,40.00,45.00,61.80
25.00,46.00,62.00,61.00
29.00,89.00,25.00,53.30
71.00,98.00,69.00,99.20
31.00,79.00,47.00,64.30
56.00,74.00,48.00,73.40
94.00,21.00,64.00,82.30
58.00,100.00,67.00,93.40
57.00,100.00,28.00,69.60
48.00,72.00,20.00,52.80
86.00,79.00,93.00,113.90
41.00,35.00,43.00,52.70
72.00,27.00,38.00,59.70
95.00,41.00,34.00,70.70
75.00,55.00,74.00,90.90
87.00,65.00,95.00,111.30
84.00,69.00,49.00,83.70
88.00,57.00,20.00,64.30
25.00,42.00,86.00,74.20
28.00,95.00,46.00,67.30
48.00,79.00,97.00,101.10
40.00,25.00,21.00,36.10
97.00,45.00,29.00,69.70
85.00,42.00,83.00,96.40
92.00,100.00,81.00,115.40
72.00,78.00,99.00,111.60
56.00,35.00,42.00,58.10
58.00,39.00,58.00,69.70
99.00,46.00,56.00,87.00
28.00,82.00,22.00,49.00
93.00,93.00,44.00,91.50
23.00,32.00,83.00,68.60
49.00,67.00,76.00,85.30
27.00,63.00,93.00,85.50
91.00,63.00,92.00,110.50
26.00,51.00,70.00,67.70
95.00,67.00,69.00,99.50
78.00,42.00,25.00,58.80
59.00,81.00,29.00,65.30
32.00,99.00,59.00,77.90
62.00,66.00,91.00,99.20
47.00,21.00,36.00,46.70
52.00,23.00,53.00,59.50
70.00,96.00,74.00,101.20
32.00,83.00,85.00,88.70
65.00,54.00,95.00,99.20
44.00,89.00,66.00,83.90
59.00,77.00,75.00,91.70
96.00,25.00,87.00,98.10
24.00,86.00,33.00,55.20
76.00,85.00,72.00,99.10
64.00,73.00,90.00,101.50
56.00,94.00,78.00,97.40
28.00,89.00,98.00,96.70
32.00,83.00,25.00,52.70
66.00,73.00,29.00,65.70
26.00,77.00,21.00,46.10
36.00,86.00,35.00,61.20
73.00,44.00,61.00,79.00
90.00,23.00,51.00,73.50
52.00,48.00,31.00,53.80
54.00,34.00,49.00,61.20
32.00,64.00,65.00,71.00
69.00,61.00,55.00,78.90
54.00,64.00,64.00,79.20
20.00,82.00,91.00,87.20
25.00,62.00,32.00,47.80
75.00,99.00,100.00,119.70
23.00,28.00,71.00,60.20
41.00,58.00,91.00,88.40
70.00,88.00,33.00,74.20
76.00,25.00,51.00,68.50
62.00,27.00,49.00,62.30
97.00,30.00,28.00,64.60
24.00,45.00,84.00,73.50
31.00,60.00,36.00,52.00
30.00,32.00,64.00,60.00
36.00,72.00,51.00,66.60
35.00,41.00,21.00,38.90
21.00,65.00,41.00,52.50
50.00,54.00,66.00,75.80
85.00,65.00,69.00,94.90
32.00,57.00,96.00,87.50
96.00,32.00,42.00,73.20
53.00,25.00,95.00,85.70
23.00,88.00,52.00,66.80
86.00,70.00,70.00,97.40
97.00,33.00,36.00,70.30
74.00,21.00,37.00,58.10
56.00,69.00,65.00,82.10
24.00,56.00,76.00,72.00
27.00,72.00,42.00,57.60
20.00,70.00,77.00,75.20
51.00,63.00,47.00,67.50
82.00,87.00,55.00,91.90
42.00,71.00,60.00,74.10
83.00,51.00,85.00,99.50
68.00,54.00,26.00,59.00
90.00,92.00,52.00,94.80
97.00,60.00,91.00,111.40
65.00,71.00,32.00,66.50
98.00,64.00,65.00,97.40
81.00,29.00,70.00,83.10
97.00,29.00,25.00,62.50
29.00,30.00,40.00,44.60
30.00,83.00,54.00,69.30
61.00,37.00,51.00,66.10
49.00,80.00,24.00,58.00
92.00,96.00,53.00,97.40
30.00,45.00,97.00,83.70
69.00,22.00,81.00,82.80
48.00,30.00,98.00,87.00
50.00,79.00,53.00,75.50
60.00,98.00,61.00,90.00
97.00,84.00,20.00,76.00
21.00,63.00,74.00,71.70
24.00,33.00,50.00,49.50
54.00,99.00,80.00,99.30
40.00,28.00,100.00,84.40
44.00,93.00,78.00,92.30
78.00,48.00,65.00,84.60
26.00,65.00,98.00,88.70
74.00,62.00,56.00,81.80
40.00,68.00,22.00,49.60
79.00,40.00,91.00,98.20
68.00,52.00,93.00,98.60
72.00,54.00,33.00,64.80
31.00,95.00,87.00,93.10
66.00,23.00,38.00,56.10
57.00,36.00,84.00,84.00
40.00,80.00,47.00,68.20
82.00,36.00,92.00,98.80
21.00,37.00,21.00,32.10
65.00,24.00,27.00,49.40
80.00,69.00,60.00,88.70
82.00,94.00,69.00,102.40
63.00,29.00,57.00,68.10
61.00,82.00,48.00,77.80
96.00,66.00,39.00,81.60
41.00,93.00,65.00,83.30
73.00,68.00,41.00,74.20
43.00,98.00,23.00,60.40
45.00,31.00,91.00,81.90
20.00,78.00,86.00,83.00
47.00,37.00,74.00,74.30
95.00,28.00,44.00,72.80
27.00,81.00,77.00,81.30
46.00,28.00,95.00,83.80
64.00,97.00,62.00,91.90
56.00,52.00,75.00,83.00
45.00,71.00,88.00,92.10
31.00,81.00,83.00,86.50
84.00,26.00,49.00,70.80
87.00,76.00,20.00,69.60
40.00,50.00,42.00,56.20
64.00,70.00,48.00,75.40
66.00,29.00,53.00,66.90
28.00,37.00,59.00,57.70
51.00,36.00,30.00,49.20
62.00,96.00,86.00,105.20
61.00,47.00,62.00,75.70
69.00,66.00,53.00,79.20
41.00,45.00,49.00,59.30
75.00,35.00,76.00,86.10
27.00,58.00,77.00,74.40
35.00,33.00,20.00,35.90
65.00,82.00,25.00,65.60
44.00,89.00,36.00,65.90
93.00,39.00,86.00,100.50
21.00,87.00,40.00,58.50
78.00,48.00,61.00,82.20
22.00,22.00,42.00,40.60
23.00,66.00,99.00,88.40
97.00,41.00,52.00,82.30
42.00,36.00,51.00,58.20
99.00,25.00,64.00,85.50
25.00,42.00,36.00,44.20
82.00,20.00,47.00,67.00
39.00,41.00,37.00,50.10
29.00,29.00,62.00,57.50
39.00,75.00,38.00,60.90
43.00,79.00,94.00,97.30
87.00,70.00,48.00,84.60
96.00,49.00,56.00,86.70
54.00,42.00,46.00,61.80
52.00,64.00,25.00,55.00
84.00,98.00,30.00,81.00
39.00,59.00,71.00,75.90
26.00,26.00,64.00,56.60
95.00,24.00,43.00,71.00
78.00,45.00,51.00,75.30
30.00,31.00,88.00,74.10
95.00,69.00,30.00,76.70
33.00,85.00,58.00,73.50
20.00,97.00,34.00,57.50
74.00,57.00,55.00,79.70
67.00,65.00,38.00,69.10
36.00,80.00,78.00,85.20
98.00,59.00,46.00,84.50
32.00,64.00,89.00,85.40
48.00,22.00,26.00,41.40
44.00,20.00,37.00,45.80
37.00,72.00,58.00,71.20
26.00,75.00,55.00,65.90
23.00,72.00,49.00,60.20
82.00,46.00,59.00,82.00
48.00,42.00,48.00,60.60
52.00,78.00,27.00,60.40
49.00,73.00,36.00,63.10
82.00,32.00,42.00,67.60
77.00,77.00,89.00,107.30
62.00,21.00,54.00,63.50
70.00,47.00,75.00,87.10
81.00,43.00,79.00,92.70
54.00,71.00,32.00,62.10
63.00,34.00,38.00,58.20
22.00,59.00,74.00,70.90
47.00,93.00,26.00,62.30
45.00,37.00,93.00,84.90
44.00,22.00,58.00,59.00
79.00,35.00,58.00,76.90
57.00,45.00,54.00,68.70
45.00,99.00,47.00,75.90
60.00,90.00,31.00,69.60
20.00,62.00,47.00,54.80
63.00,26.00,61.00,69.60
50.00,28.00,70.00,70.40
44.00,76.00,98.00,99.20
20.00,81.00,31.00,50.90
84.00,83.00,59.00,93.90
63.00,94.00,37.00,75.60
45.00,76.00,86.00,92.40
48.00,47.00,63.00,71.10
22.00,40.00,30.00,38.80
91.00,71.00,57.00,91.90
65.00,77.00,49.00,78.50
23.00,69.00,87.00,82.10
72.00,65.00,33.00,68.10
28.00,44.00,82.00,73.60
53.00,38.00,92.00,87.80
46.00,74.00,69.00,82.00
40.00,25.00,67.00,63.70
33.00,48.00,55.00,60.60
84.00,21.00,60.00,75.90
68.00,46.00,68.00,81.80
31.00,92.00,32.00,59.20
84.00,48.00,79.00,95.40
67.00,41.00,49.00,68.50
90.00,37.00,39.00,70.50
88.00,45.00,41.00,73.30
67.00,47.00,55.00,73.90
90.00,84.00,68.00,102.00
66.00,28.00,45.00,61.80
59.00,65.00,64.00,81.50
21.00,28.00,32.00,36.00
24.00,25.00,51.00,47.70
86.00,26.00,84.00,92.60
94.00,21.00,34.00,64.30
51.00,40.00,37.00,54.60
98.00,34.00,61.00,86.00
23.00,26.00,88.00,69.80
92.00,39.00,24.00,62.90
37.00,36.00,79.00,73.00
36.00,31.00,23.00,37.50
62.00,80.00,79.00,96.20
43.00,25.00,73.00,68.50
65.00,36.00,67.00,77.00
67.00,88.00,93.00,109.00
93.00,57.00,36.00,75.90
99.00,95.00,84.00,118.50
52.00,87.00,56.00,80.50
73.00,35.00,90.00,93.70
33.00,87.00,47.00,67.50
40.00,80.00,59.00,75.40
62.00,59.00,68.00,83.30
40.00,71.00,28.00,54.10
90.00,39.00,92.00,102.90
31.00,43.00,45.00,52.30
79.00,23.00,74.00,82.90
44.00,69.00,76.00,83.90
20.00,60.00,20.00,38.00
29.00,40.00,26.00,39.20
85.00,97.00,99.00,122.50
90.00,25.00,26.00,59.10
51.00,71.00,41.00,66.30
94.00,35.00,87.00,100.30
86.00,99.00,78.00,110.90
49.00,37.00,94.00,87.10
72.00,40.00,56.00,74.40
74.00,97.00,82.00,107.90
35.00,73.00,22.00,49.10
40.00,81.00,66.00,79.90
39.00,66.00,36.00,57.00
74.00,73.00,100.00,111.50
62.00,40.00,87.00,89.00
89.00,20.00,83.00,91.40
29.00,83.00,58.00,71.30
98.00,22.00,24.00,60.20
96.00,80.00,63.00,100.20
46.00,74.00,58.00,75.40
40.00,97.00,77.00,91.30
89.00,49.00,100.00,110.30
20.00,52.00,50.00,53.60
83.00,57.00,42.00,75.50
30.00,29.00,54.00,53.10
34.00,57.00,92.00,85.90
44.00,87.00,52.00,74.90
27.00,33.00,64.00,59.10
78.00,54.00,66.00,87.00
71.00,92.00,78.00,102.80
60.00,54.00,69.00,81.60
58.00,68.00,31.00,62.20
30.00,30.00,23.00,34.80
43.00,34.00,46.00,55.00
50.00,71.00,90.00,95.30
58.00,51.00,67.00,78.70
75.00,78.00,94.00,109.80
41.00,91.00,40.00,67.70
20.00,39.00,64.00,58.10
98.00,45.00,33.00,72.50
43.00,24.00,97.00,82.60
88.00,32.00,33.00,64.60
46.00,29.00,34.00,47.50
85.00,83.00,77.00,105.10
21.00,60.00,95.00,83.40
45.00,64.00,30.00,55.20
76.00,40.00,24.00,56.80
70.00,63.00,58.00,81.70
34.00,78.00,64.00,75.40
66.00,60.00,81.00,93.00
31.00,81.00,85.00,87.70
58.00,55.00,61.00,76.30
40.00,71.00,100.00,97.30
30.00,23.00,97.00,77.10
26.00,86.00,36.00,57.80
95.00,51.00,70.00,95.30
97.00,56.00,78.00,102.40
27.00,28.00,29.00,36.60
89.00,99.00,31.00,83.90
74.00,81.00,43.00,79.70
27.00,33.00,56.00,54.30
46.00,50.00,33.00,53.20
53.00,24.00,25.00,43.40
54.00,96.00,37.00,72.60
34.00,20.00,55.00,52.60
33.00,38.00,54.00,57.00
47.00,100.00,51.00,79.40
42.00,41.00,72.00,72.30
80.00,59.00,96.00,107.30
37.00,34.00,100.00,85.00
42.00,59.00,71.00,77.10
39.00,25.00,45.00,50.10
56.00,65.00,24.00,56.30
21.00,87.00,84.00,84.90
30.00,56.00,95.00,85.80
84.00,52.00,53.00,81.00
34.00,21.00,79.00,67.30
65.00,25.00,99.00,92.90
42.00,76.00,84.00,90.00
55.00,97.00,83.00,100.90
58.00,81.00,50.00,77.50
83.00,75.00,22.00,68.90
24.00,37.00,77.00,66.90
31.00,42.00,98.00,83.80
67.00,49.00,94.00,97.90
97.00,42.00,89.00,104.80
25.00,49.00,47.00,52.90
26.00,76.00,77.00,79.40
90.00,80.00,67.00,100.20
88.00,100.00,42.00,90.40
75.00,57.00,64.00,85.50
80.00,70.00,38.00,75.80
40.00,40.00,90.00,82.00
95.00,80.00,35.00,83.00
98.00,73.00,63.00,98.90
52.00,70.00,63.00,79.60
49.00,78.00,38.00,65.80
34.00,42.00,54.00,58.60
22.00,63.00,52.00,58.90
86.00,45.00,34.00,68.30
55.00,90.00,24.00,63.40
59.00,27.00,99.00,91.10
80.00,88.00,90.00,112.40
51.00,93.00,60.00,84.30
69.00,42.00,32.00,59.40
59.00,74.00,38.00,68.60
84.00,92.00,46.00,88.80
49.00,65.00,84.00,89.50
30.00,77.00,62.00,72.30
94.00,28.00,53.00,77.80
76.00,45.00,87.00,96.10
100.00,49.00,42.00,79.90
26.00,70.00,35.00,52.40
37.00,61.00,98.00,91.90
70.00,91.00,85.00,106.30
29.00,56.00,51.00,59.00
40.00,33.00,25.00,40.90
42.00,61.00,82.00,84.30
29.00,84.00,33.00,56.60
72.00,56.00,35.00,66.60
22.00,48.00,51.00,53.80
75.00,20.00,42.00,61.20
61.00,88.00,55.00,83.80
70.00,63.00,47.00,75.10
43.00,79.00,99.00,100.30
56.00,53.00,59.00,73.70
50.00,41.00,23.00,46.10
80.00,26.00,88.00,92.60
33.00,80.00,54.00,69.60
79.00,51.00,80.00,94.90
53.00,94.00,39.00,72.80
43.00,73.00,57.00,73.30
64.00,25.00,22.00,46.30
72.00,70.00,78.00,96.60
48.00,97.00,22.00,61.50
50.00,43.00,26.00,48.50
68.00,92.00,78.00,101.60
68.00,77.00,99.00,109.70
31.00,53.00,52.00,59.50
88.00,74.00,28.00,74.20
21.00,38.00,58.00,54.60
26.00,83.00,58.00,70.10
94.00,85.00,46.00,90.70
56.00,22.00,51.00,59.60
96.00,75.00,82.00,110.10
45.00,25.00,58.00,60.30
46.00,37.00,100.00,89.50
22.00,92.00,71.00,79.00
52.00,87.00,45.00,73.90
55.00,22.00,72.00,71.80
47.00,32.00,56.00,62.00
32.00,70.00,37.00,56.00
26.00,79.00,82.00,83.30
65.00,64.00,32.00,64.40
32.00,83.00,42.00,62.90
30.00,34.00,77.00,68.40
54.00,75.00,72.00,87.30
84.00,26.00,99.00,100.80
66.00,59.00,50.00,74.10
25.00,100.00,31.00,58.60
59.00,71.00,91.00,99.50
86.00,53.00,56.00,83.90
43.00,52.00,42.00,58.00
90.00,87.00,78.00,108.90
40.00,72.00,23.00,51.40
24.00,30.00,39.00,42.00
21.00,22.00,79.00,62.40
46.00,41.00,48.00,59.50
92.00,42.00,46.00,77.00
92.00,41.00,26.00,64.70
51.00,52.00,45.00,63.00
100.00,90.00,23.00,80.80
48.00,75.00,93.00,97.50
89.00,48.00,97.00,108.20
59.00,75.00,56.00,79.70
90.00,72.00,22.00,70.80
23.00,71.00,44.00,56.90
70.00,72.00,63.00,87.40
27.00,69.00,92.00,86.70
32.00,72.00,98.00,93.20
45.00,88.00,84.00,94.80
76.00,21.00,97.00,94.90
46.00,52.00,32.00,53.20
90.00,46.00,41.00,74.40
74.00,24.00,83.00,86.60
81.00,72.00,72.00,97.20
95.00,73.00,57.00,94.10
28.00,67.00,47.00,59.50
27.00,32.00,24.00,34.80
44.00,76.00,96.00,98.00
35.00,52.00,71.00,72.20
32.00,63.00,86.00,83.30
35.00,52.00,66.00,69.20
23.00,47.00,93.00,79.10
54.00,30.00,51.00,61.20
63.00,40.00,51.00,67.80
28.00,43.00,61.00,60.70
67.00,43.00,85.00,90.70
62.00,38.00,80.00,84.20
32.00,50.00,89.00,81.20
95.00,82.00,70.00,104.60
79.00,83.00,42.00,81.70
22.00,57.00,86.00,77.50
23.00,66.00,86.00,80.60
33.00,41.00,59.00,60.90
93.00,34.00,83.00,97.20
46.00,32.00,54.00,60.40
48.00,26.00,87.00,79.20
65.00,49.00,75.00,85.70
65.00,80.00,80.00,98.00
48.00,86.00,56.00,78.60
61.00,52.00,37.00,62.20
72.00,79.00,75.00,97.50
94.00,65.00,36.00,78.70
71.00,23.00,54.00,67.70
33.00,77.00,77.00,82.50
28.00,58.00,72.00,71.80
49.00,80.00,31.00,62.20
96.00,81.00,74.00,107.10
32.00,44.00,100.00,86.00
63.00,88.00,43.00,77.40
40.00,68.00,70.00,78.40
94.00,55.00,21.00,66.70
95.00,77.00,61.00,97.70
75.00,70.00,69.00,92.40
23.00,35.00,94.00,76.10
66.00,52.00,40.00,66.00
88.00,87.00,91.00,115.90
28.00,40.00,98.00,82.00
73.00,21.00,30.00,53.50
88.00,59.00,63.00,90.70
62.00,88.00,39.00,74.60
23.00,86.00,59.00,70.40
37.00,71.00,25.00,51.10
41.00,20.00,41.00,47.00
30.00,26.00,82.00,69.00
48.00,88.00,33.00,65.40
58.00,70.00,57.00,78.40
76.00,31.00,84.00,90.10
94.00,73.00,92.00,114.70
69.00,43.00,72.00,83.70
87.00,71.00,92.00,111.30
68.00,56.00,45.00,71.00
72.00,81.00,37.00,75.30
23.00,44.00,96.00,80.00
54.00,20.00,67.00,67.80
78.00,50.00,43.00,72.00
69.00,20.00,99.00,93.00
80.00,64.00,39.00,74.60
35.00,34.00,54.00,56.60
24.00,43.00,82.00,71.70
33.00,98.00,46.00,70.20
97.00,69.00,88.00,112.30
92.00,73.00,38.00,81.50
83.00,76.00,74.00,100.40
87.00,31.00,20.00,56.10
96.00,77.00,30.00,79.50
96.00,96.00,25.00,82.20
85.00,81.00,55.00,91.30
20.00,33.00,49.00,47.30
46.00,70.00,31.00,58.00
42.00,25.00,55.00,57.30
59.00,40.00,89.00,89.00
51.00,25.00,65.00,66.90
57.00,81.00,20.00,59.10
37.00,35.00,93.00,81.10
90.00,70.00,82.00,106.20
78.00,22.00,44.00,64.20
93.00,99.00,74.00,111.30
70.00,22.00,52.00,65.80
45.00,84.00,88.00,96.00
30.00,35.00,56.00,56.10
56.00,85.00,90.00,101.90
27.00,79.00,27.00,50.70
83.00,25.00,52.00,71.90
39.00,57.00,69.00,74.10
92.00,43.00,58.00,84.50
81.00,22.00,100.00,99.00
30.00,74.00,85.00,85.20
37.00,61.00,64.00,71.50
26.00,41.00,96.00,80.30
86.00,98.00,35.00,84.80
37.00,61.00,65.00,72.10
75.00,20.00,58.00,70.80
58.00,45.00,32.00,55.90
37.00,77.00,65.00,76.90
87.00,71.00,73.00,99.90
37.00,48.00,74.00,73.60
70.00,84.00,51.00,83.80
98.00,96.00,30.00,86.00
68.00,59.00,74.00,89.30
49.00,81.00,28.00,60.70
44.00,27.00,27.00,41.90
38.00,46.00,21.00,41.60
68.00,75.00,33.00,69.50
29.00,91.00,68.00,79.70
36.00,70.00,60.00,71.40
71.00,28.00,74.00,81.20
32.00,28.00,56.00,54.80
70.00,20.00,91.00,88.60
56.00,84.00,43.00,73.40
34.00,66.00,92.00,88.60
46.00,77.00,65.00,80.50
100.00,52.00,71.00,98.20
80.00,24.00,71.00,81.80
36.00,82.00,38.00,61.80
37.00,97.00,68.00,84.70
63.00,23.00,69.00,73.50
62.00,43.00,43.00,63.50
62.00,67.00,90.00,98.90
100.00,67.00,100.00,120.10
98.00,46.00,79.00,100.40
74.00,93.00,74.00,101.90
20.00,24.00,57.00,49.40
42.00,36.00,97.00,85.80
57.00,44.00,41.00,60.60
26.00,84.00,62.00,72.80
82.00,25.00,99.00,99.70
92.00,43.00,92.00,104.90
72.00,95.00,42.00,82.50
95.00,33.00,25.00,62.90
100.00,56.00,82.00,106.00
55.00,79.00,88.00,98.50
23.00,52.00,46.00,52.40
76.00,77.00,98.00,112.30
80.00,40.00,34.00,64.40
94.00,90.00,54.00,97.00
61.00,84.00,45.00,76.60
54.00,77.00,24.00,59.10
38.00,66.00,34.00,55.40
52.00,32.00,24.00,44.80
46.00,49.00,74.00,77.50
86.00,86.00,64.00,98.60
84.00,64.00,94.00,109.20
79.00,88.00,63.00,95.80
99.00,94.00,83.00,117.60
51.00,49.00,89.00,88.50
58.00,48.00,63.00,75.40
66.00,43.00,48.00,68.10
24.00,99.00,47.00,67.50
20.00,62.00,51.00,57.20
46.00,81.00,79.00,90.10
41.00,43.00,70.00,71.30
70.00,38.00,61.00,76.00
73.00,67.00,96.00,106.90
74.00,45.00,34.00,63.50
97.00,85.00,46.00,91.90
96.00,25.00,63.00,83.70
49.00,40.00,65.00,70.60
58.00,98.00,33.00,72.40
53.00,24.00,63.00,66.20
